1,B
1,B
1,C
1,A
1,D
1,C
1,B
1,C
1,A
1,A
1,C
1,B
1,C
1,A
1,A
1,B
1,A
1,C
1,A
1,D
1,A
1,B
1,C
1,A
1,D
1,A
1,D
1,B
1,A
1,A
1,C
1,B
1,C
1,A
1,A
1,B
1,B
1,C
1,A
1,D
1,B
1,B
1,C
1,A
1,A
1,B
1,B
1,C
1,A
1,A
1,B
1,B
1,C
1,A
1,A
1,B
1,B
1,C
1,A
1,A
1,B
1,B
1,D
1,A
1,C
1,B
1,B
1,C
1,A
1,A
1,B
1,B
1,D
1,A
1,A
1,B
1,B
1,C
1,A
1,A
1,B
1,B
1,C
1,A
1,D
1,B
1,B
1,C
1,A
1,A
1,A
1,B
1,C
1,A
1,D
1,A
1,B
1,C
1,A
1,D
1,A
1,B
1,D
1,A
1,A
1,A
1,B
1,C
1,A
1,A
1,B
1,B
1,D
1,A
1,A
1,A
1,B
1,A
1,A
1,D
1,B
1,B
1,D
1,A
1,A
1,B
1,B
1,D
1,A
1,A
1,B
1,B
1,C
1,A
1,D
1,A
1,B
1,C
1,A
1,A
1,A
1,A
1,A
1,A
1,B
1,B
1,C
1,C
1,A
1,B
1,A
1,C
1,B
1,B
1,B
1,B
1,B
1,A
1,C
1,C
1,C
1,C
1,B
1,B
1,B
1,C
1,B
1,A
1,B
1,C
1,B
1,B
1,C
1,A
1,A
1,A
1,B
1,B
1,B
1,B
1,A
1,B
1,C
1,B
1,C
1,B
1,D
1,A
,
1,C
1,A
1,A
1,A
1,B
1,C
,
1,A
1,A
,
1,C
1,A
1,C
1,B
1,B
1,D
1,D
1,B
1,D
1,B
1,C
1,B
1,C
1,B
1,D
1,B
1,C
1,B
1,A
0,K có đáp án đúng
1,D
1,D
1,C
1,C
1,A
1,D
1,A
1,A
1,D
1,D
1,C
1,B
1,D
1,A
1,B
1,A
1,C
1,C
1,B
1,A
1,B
1,B
1,A
1,A
1,B
1,B
1,A
1,C
1,C
1,B
1,A
1,D
1,A
1,A
1,C
1,C
1,D
1,D
1,A
1,B
1,C
1,A
1,A
1,B
1,B
1,B
1,C 
1,B
1,A
1,B
1,B
1,C
1,B
1,B
1,B
1,C
1,B
1,C
1,C
1,C
1,A
1,A
1,C
1,A
1,B
1,B
1,A
1,B
1,C
1,D
1,C
1,C
1,A
1,A
1,B
1,D
1,B
1,B
1,A
1,B
1,B
1,A
1,C
1,D
1,C
1,B
1,A
1,B
1,A
1,B
1,C
1,A
1,A
1,B
1,A
,
1,B
1,B
1,C
1,B
1,A
1,C
1,A
1,B
1,B
1,A
1,C
1,D
1,B
1,B
1,B
1,D
1,B
1,B
1,C
1,D
1,A
1,B
1,B
1,C
1,B
1,B
1,A
1,A
1,C
1,A
1,B
1,C
1,A
1,D
1,C
1,C
1,A
1,C
1,A
1,C
1,A
1,A
1,B
1,C
1,B
1,C
1,B
1,B
1,B
1,A
1,A
1,A
1,C
1,D
1,B
1,A
1,B
1,B
1,A
1,B
1,C
1,B
1,A
1,B
1,C
1,C
1,D
1,A
1,C
1,B
1,B
1,C
1,A
1,B
1,B
1,A
1,B
1,A
1,A
1,A
1,B
1,A
1,A
1,B
1,B
1,A
1,B
1,B
1,B
1,D
1,B
1,B
1,B
1,B
1,B
1,B
1,A
1,B
1,B
1,A
1,A
1,B
1,A
1,C
1,B
1,B
1,A
3,"A,B,C"
1,A
1,A
1,B
1,B
1,D
1,B
1,B
1,A
1,A
1,B
1,C
1,D
1,C
1,B
1,B
0,K có trong data 
1,B
1,A
1,B
1,A
1,C
1,C
1,B
1,B
1,B
1,C
1,A
1,A
1,D
1,B
1,C
1,C
1,B
1,B
1,A
1,B
1,C
1,C
1,B
,
1,B
1,A
1,C
1,A
1,B
1,B
,
1,A
1,A
1,C
1,C
1,D
1,B
1,A
1,A
1,A
1,A
1,B
1,A
1,A
1,B
1,B
1,A
1,A
1,A
1,D
1,A
1,A
1,B
1,B
1,B
1,B
0,Không có dữ liệu 
1,C
1,C
1,C
1,B
1,B
1,B
1,B
1,B
1,A
1,C
1,B
1,A
1,D
1,D
1,B
1,A
1,A
1,C
1,B
1,C
0,Không có dữ liệu 
1,A
1,C
1,B
1,B
1,A
1,A
1,A
1,B
1,C
1,C
1,B
1,D
1,B
1,B
1,D
1,B
1,B
1,A
1,A
1,A
1,D
1,A
1,A
1,B
1,C
1,B
1,B
1,B
1,A
1,A
1,C
1,A
1,D
1,B
1,B
1,B
1,B
1,A
2,"C,D"
1,B
1,B
1,A
1,B
1,B
1,C
1,C
1,C
1,C
1,A
1,A
1,A
1,C
1,C
1,B
1,A
1,C
1,C
1,C
1,B
3,"A,B,D"
1,B
1,B
1,D
1,B
1,B
1,B
1,B
1,A
1,C
3,"A,B,C"
1,B
1,D
1,A
1,C
1,B
1,A
1,B
1,A
1,B
1,D
1,C
1,A
1,C
1,A
1,D
1,B
2,"A,B"
1,C
1,C
1,A
1,A
1,B
1,B
1,C
1,A
1,A
1,B
1,C
1,C
1,A
1,A
1,A
1,A
1,B
1,C
1,C
1,B
1,B
1,A
1,B
4,"A,B,C,D"
1,A
1,A
1,B
1,A
1,C
1,B
1,C
1,D
1,B
1,B
1,B
1,A
1,B
1,B
